title,price,date,destaque,categoria,tipo,condominio,area_util,quartos,banheiros,vagas_na_garagem,iptu,zona,academia,elevador,permitido_animais,piscina,portaria,salao_de_festas,condominio_fechado,seguranca_24h,portao_eletronico,area_murada,area_de_servico,armarios_na_cozinha,armarios_no_quarto,churrasqueira,mobiliado,quarto_de_servico,ar_condicionado,porteiro_24h,varanda
SãO PAULO - Apartamento Padrão - Jardim Celeste,270000,25/04/2024,False,Apartamentos,Padrão,500,52,2,1,1,0,SUL,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Jardim Vera Cruz,1150000,25/04/2024,False,Apartamentos,Padrão,870,75,2,1,1,650,SUL,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Casa de Condomínio - Vila Caraguatá,532000,25/04/2024,False,Casas,Casa de condomínio,580,121,4,2,2,0,SUL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Sacomã,425000,25/04/2024,False,Apartamentos,Padrão,980,84,3,1,1,270,SUL,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Casa Padrão - Vila Mariana,1350000,25/04/2024,False,Casas,Padrão,1,130,2,1,0,98,SUL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oportunidade Única: Apartamento Equipado E Moderno,650000,25/04/2024,True,Apartamentos,Padrão,750,62,2,2,1,270,NORTE,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True
"Lindo apartamento 2 dormitórios., ",325000,25/04/2024,True,Apartamentos,Padrão,585,49,2,1,1,0,NORTE,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True
"Apartamento com 142 m², 3 suítes, 2 vagas - Lauzane Paulista",1689000,25/04/2024,False,Apartamentos,Padrão,950,142,3,4,2,460,NORTE,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento para venda possui 67 metros quadrados com 2 quartos em Santana - São Paulo - S,1075000,25/04/2024,False,Apartamentos,Padrão,795,67,2,2,1,309,NORTE,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True
"Apartamento com 92 m², 4 quartos, 1 suíte, 2 vagas - Lauzane Paulista",959000,25/04/2024,False,Apartamentos,Padrão,675,92,4,2,2,414,NORTE,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento à venda no Bairro Parque Vitória, Zona Norte, 53 metros, 2 quartos, sala ampli",420000,25/04/2024,False,Apartamentos,Padrão,500,53,2,2,1,36,NORTE,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Apartamento à venda no Parque Vitória, Zona Norte, com 53 metros, 2 quartos, 1 suíte e 1 v",499000,25/04/2024,False,Apartamentos,Padrão,500,53,2,2,1,36,NORTE,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Casa para renda no Parque Peruche,600000,25/04/2024,False,Casas,Padrão,0,190,4,2,2,0,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Casa Térrea com 108 m², 3 quartos, 1 suíte, 2 vagas - Lauzane Paulista",579000,25/04/2024,False,Casas,Padrão,0,108,3,3,1,57,NORTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sobrado á venda com 104 metros quadrados com 3 quartos em Vila Leonor - São Paulo - SP,810000,25/04/2024,False,Casas,Padrão,0,114,3,2,2,1219,NORTE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Apartamento para venda com 126 metros quadrados com 3 quartos em Santana - São Paulo - SP,2014000,25/04/2024,False,Apartamentos,Padrão,1400,126,3,4,2,600,NORTE,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True
Apartamento para aluguel e venda com 106 metros quadrados com 2 quartos,580000,25/04/2024,False,Apartamentos,Padrão,200,106,2,2,1,0,NORTE,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"Apartamento com 113 m², 3 suítes, 3 vagas - Lauzane Paulista",969000,25/04/2024,False,Apartamentos,Padrão,1600,113,3,4,3,510,NORTE,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
Sobrado para venda tem 180 metros quadrados com 3 quartos em Santana - São Paulo - SP,890000,25/04/2024,False,Casas,Padrão,0,180,3,5,1,348,NORTE,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Casa Térrea com 138 m², 2 quartos, 2 vagas - Lauzane Paulista",569000,25/04/2024,False,Casas,Padrão,0,138,2,2,2,216,NORTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sobrado para venda com 110 metros quadrados com 3 quartos em Lauzane Paulista - São Paulo ,738000,25/04/2024,False,Casas,Padrão,0,110,3,3,2,1,NORTE,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sobrado á venda com 104 metros quadrados com 3 quartos em Vila Leonor - São Paulo - SP,805000,25/04/2024,False,Casas,Padrão,0,109,3,2,2,1214,NORTE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
"Apartamento com 53 m², 3 quartos, 1 vaga - Parque Mandaqui",399000,25/04/2024,False,Apartamentos,Padrão,690,53,3,2,1,0,NORTE,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento á venda com 100 metros quadrados com 3 quartos em Vila Dom Pedro II - São Paul,1180000,25/04/2024,False,Apartamentos,Padrão,0,110,3,3,3,0,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True
Apartamento á venda com 100 metros quadrados com 3 quartos em Vila Dom Pedro II - São Paul,1175000,25/04/2024,False,Apartamentos,Padrão,655,105,3,3,3,405,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True
Apartamento para aluguel e venda com 26 metros quadrados com 1 quarto em Tucuruvi - São Pa,260000,25/04/2024,False,Apartamentos,Padrão,430,26,1,1,0,160,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento com 61 m², 3 quartos, 1 vaga - Lauzane Paulista",394000,25/04/2024,False,Apartamentos,Padrão,637,61,3,1,1,172,NORTE,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
APARTAMENTO 2 DORMITÓRIOS  VILA GUILHERME,455000,25/04/2024,False,Apartamentos,Padrão,700,70,2,2,1,0,NORTE,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
"Apartamento com 104 m², 3 quartos, 2 suítes, 2 vagas - Lauzane Paulista",919000,25/04/2024,False,Apartamentos,Padrão,1100,104,3,3,2,435,NORTE,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento para venda tem 79 metros quadrados com 3 quartos em Vila Dom Pedro II - São Pa,840000,25/04/2024,False,Apartamentos,Padrão,780,79,3,2,2,80,NORTE,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True
Apartamento 2 dorm em Santana,450000,25/04/2024,False,Apartamentos,Padrão,700,55,2,2,1,0,NORTE,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento á venda com 60 metros quadrados com 3 quartos - no bairro Vila Guilherme - SP,410000,25/04/2024,False,Apartamentos,Padrão,610,70,3,1,1,130,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True
Apartamento á venda com 60 metros quadrados com 3 quartos - no bairro Vila Guilherme - SP,405000,25/04/2024,False,Apartamentos,Padrão,605,65,3,1,1,125,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True
"Apartamento com 275 m², 4 quartos, 3 suítes, 3 vagas - Santana",1449000,25/04/2024,False,Apartamentos,Padrão,2814,275,4,4,3,877,NORTE,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
"Apartamento com 56 m², 2 quartos, 1 suíte, 2 vagas - Lauzane Paulista",429000,25/04/2024,False,Apartamentos,Padrão,600,56,2,2,2,80,NORTE,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
Apartamento para aluguel e venda tem 69 metros quadrados com 2 quartos,950000,25/04/2024,False,Apartamentos,Padrão,1200,69,2,3,2,300,NORTE,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False
Apartamento para venda possui 70 metros quadrados com 2 quartos,360000,25/04/2024,False,Apartamentos,Padrão,800,70,2,1,1,150,NORTE,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento para venda com 65 metros quadrados com 3 quartos,850000,25/04/2024,False,Apartamentos,Padrão,609,65,3,2,2,335,NORTE,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,True
Apartamento á venda com 46 metros quadrados com 2 quartos em Vila Maria - São Paulo - SP,475000,25/04/2024,False,Apartamentos,Padrão,0,56,2,1,1,0,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True
"Apartamento com 224 m², 4 suítes, 4 vagas - Santana",3192212,25/04/2024,False,Apartamentos,Padrão,0,224,4,5,4,0,NORTE,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
Apartamento para aluguel e venda com 96 metros quadrados com 3 quartos em Santana - São Pa,750000,25/04/2024,False,Apartamentos,Padrão,1525,96,3,3,2,870,NORTE,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Casa Térrea com 155 m², 3 quartos, 1 suíte, 2 vagas - Jd. São Paulo",1399000,25/04/2024,False,Casas,Padrão,0,155,3,4,2,877,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento á venda com 46 metros quadrados com 2 quartos em Vila Maria - São Paulo - SP,470000,25/04/2024,False,Apartamentos,Padrão,0,51,2,1,1,0,NORTE,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True
Apartamento para venda com 88 metros quadrados com 3 quartos em Casa Verde - São Paulo - S,1090000,25/04/2024,False,Apartamentos,Padrão,970,88,3,2,2,312,NORTE,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True
"Apartamento com 79 m², 3 quartos, 1 suíte, 2 vagas - Vila Guilherme",749000,25/04/2024,False,Apartamentos,Padrão,610,79,3,2,2,99,NORTE,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento para venda possui 50 metros quadrados com 2 quartos em Jardim Peri - São Paulo,300000,25/04/2024,False,Apartamentos,Padrão,600,50,2,1,1,57,NORTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Apartamento com 67 m², 2 quartos, 1 suíte, 1 vaga - Jardim Paraíso",749000,25/04/2024,False,Apartamentos,Padrão,518,67,2,2,1,164,NORTE,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
Sobrado para venda com 175 metros quadrados com 3 quartos em Água Fria - São Paulo - SP,1950000,25/04/2024,False,Casas,Padrão,0,175,3,3,3,404,NORTE,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
Casa Térrea á venda com 100 metros quadrados com 3 quartos em Vila Medeiros - São Paulo - ,595000,25/04/2024,False,Casas,Padrão,0,105,3,1,2,305,NORTE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
"Apartamento com 85 m², 3 quartos, 2 suítes, 2 vagas - Lauzane Paulista",794000,25/04/2024,False,Apartamentos,Padrão,1442,85,3,3,2,402,NORTE,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True
Vende-se Apto/Ocasião ,210000,24/04/2024,True,Apartamentos,Padrão,495,39,1,1,0,0,CENTRO,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False
Procuro uma construtora para construcao imediata,385000,24/04/2024,True,Apartamentos,Padrão,150,60,2,1,1,80,CENTRO,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Cond. Pateo Barra - Rua Norma Pieruccini Giannotti, 665 - apto 63-A",1850000,24/04/2024,True,Apartamentos,Padrão,960,145,3,5,2,480,CENTRO,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True
SOBRADO - ACLIMAÇÃO - SP,750000,25/04/2024,False,Casas,Padrão,0,140,3,4,2,325,CENTRO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - ACLIMAÇÃO - SP,770000,25/04/2024,False,Apartamentos,Padrão,1,70,2,2,2,0,CENTRO,True,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
APARTAMENTO - ACLIMAÇÃO - SP,680000,25/04/2024,False,Apartamentos,Padrão,1390,130,3,2,1,0,CENTRO,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - ACLIMAÇÃO - SP,510000,25/04/2024,False,Apartamentos,Padrão,1047,45,2,2,1,0,CENTRO,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
CASA DE VILA - ACLIMAÇÃO - SP,900000,25/04/2024,False,Casas,Casa de vila,40,104,2,1,1,35,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
APARTAMENTO - CAMBUCI - SP,276000,25/04/2024,False,Apartamentos,Padrão,196,36,1,1,0,17,CENTRO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - CAMBUCI - SP,318000,25/04/2024,False,Apartamentos,Padrão,370,40,2,1,0,0,CENTRO,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
SOBRADO - ACLIMAÇÃO - SP,960000,25/04/2024,False,Casas,Padrão,0,220,3,3,1,320,CENTRO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - PERDIZES - SP,500000,25/04/2024,False,Apartamentos,Padrão,378,77,2,2,0,0,CENTRO,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
APARTAMENTO - CENTRO - SP,383000,25/04/2024,False,Apartamentos,Padrão,375,28,1,1,0,75,CENTRO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - CONSOLAÇÃO - SP,377000,25/04/2024,False,Apartamentos,Padrão,1172,42,1,1,0,239,CENTRO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jardim América || Apto amplo com 114m² | 2 vagas !!,1480000,25/04/2024,False,Apartamentos,Padrão,1935,114,2,3,2,390,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
"Apartamento, Barra Funda - São Paulo",450000,25/04/2024,False,Apartamentos,Padrão,550,40,2,1,1,0,CENTRO,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Apartamento reformado 122 m² 3 quartos com 2 vagas - Higienópolis,1565000,25/04/2024,False,Apartamentos,Padrão,1810,122,3,1,2,519,CENTRO,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
"Apartamento 02 dormitórios, 01 vaga em Santa Cecília.",600000,25/04/2024,False,Apartamentos,Padrão,831,54,2,1,1,87,CENTRO,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
APARTAMENTO - BOM RETIRO - SP,950000,25/04/2024,False,Apartamentos,Padrão,1034,96,3,3,2,355,CENTRO,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
Apartamento para venda tem 33 metros quadrados com 1 quarto em Liberdade - São Paulo - SP,230000,25/04/2024,False,Apartamentos,Padrão,364,33,1,1,0,53,CENTRO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"O Downtown Nova República é um projeto arrojado e cheio de personalidade, localizado na Re",802000,25/04/2024,False,Apartamentos,Padrão,600,64,2,2,1,140,CENTRO,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False
"O Downtown Nova República é um projeto arrojado e cheio de personalidade, localizado na Re",2077000,25/04/2024,False,Apartamentos,Padrão,900,118,3,3,1,340,CENTRO,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
"O Downtown Nova República é um projeto arrojado e cheio de personalidade, localizado na Re",537000,25/04/2024,False,Apartamentos,Padrão,600,44,1,1,0,140,CENTRO,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
Studio para venda com 21 metros quadrados com 1 quarto em República - São Paulo - SP,335000,25/04/2024,False,Apartamentos,Padrão,600,21,1,1,0,140,CENTRO,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
ótimo apartamento,300000,25/04/2024,False,Apartamentos,Padrão,350,35,1,1,1,0,CENTRO,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
"Apartamento, venda, 63 m², 2 quartos Água Branca - São Paulo - SP",1900000,25/04/2024,False,Apartamentos,Padrão,980,63,2,1,5,250,CENTRO,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Apartamento para venda tem 83 metros quadrados com 3 quartos em Campos Elíseos - São Paulo,330000,25/04/2024,False,Apartamentos,Padrão,810,83,3,2,0,0,CENTRO,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Venda Casa 3 Dormitórios - 140 m² Higienópolis,1699990,25/04/2024,False,Casas,Padrão,0,140,3,1,1,940,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3 dormitórios com vaga na Santa Cecília,850000,25/04/2024,False,Apartamentos,Padrão,1500,127,3,2,1,200,CENTRO,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Apartamento Venda 2 Dormitórios - 66 m² Vila Mariana,682470,25/04/2024,False,Apartamentos,Padrão,837,66,2,2,1,146,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Apartamento Zona Central para Venda em São Paulo, Bela Vista, 2 dormitórios, 1 suíte, 2 ba",936000,25/04/2024,False,Apartamentos,Padrão,0,60,2,2,1,0,CENTRO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Apartamento para venda com 70 metros quadrados com 3 quartos em Cambuci - São Paulo - SP,750000,25/04/2024,False,Apartamentos,Padrão,9,70,3,2,2,9,CENTRO,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Apartamento para venda e locação, Consolação, São Paulo, SP",950000,25/04/2024,False,Apartamentos,Padrão,1279,100,2,2,1,133,CENTRO,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Apartamento Venda Higienópolis 248 m² 3 Dormitórios,1999970,25/04/2024,False,Apartamentos,Padrão,3420,248,3,2,2,640,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento Venda 4 Dormitórios - 120 m² Higienópolis,1349970,25/04/2024,False,Apartamentos,Padrão,2200,120,4,3,2,458,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Venda Apartamento 4 Dormitórios - 248 m² Bela Vista,1989980,25/04/2024,False,Apartamentos,Padrão,3000,248,4,2,1,590,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento Venda 3 Dormitórios - 104 m² Higienópolis,1249980,25/04/2024,False,Apartamentos,Padrão,1450,104,3,2,2,258,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cobertura Venda 2 Dormitórios - 84 m² Bela Vista,1079980,25/04/2024,False,Apartamentos,Cobertura,1010,84,2,2,1,192,CENTRO,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Apartamento Venda 3 Dormitórios - 234 m² Higienópolis,1829980,25/04/2024,False,Apartamentos,Padrão,2883,234,3,2,2,883,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Venda Apartamento 3 Dormitórios - 126 m² Bela Vista,1299980,25/04/2024,False,Apartamentos,Padrão,1300,126,3,2,1,468,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Venda Apartamento 2 Dormitórios - 105 m² Higienópolis,879980,25/04/2024,False,Apartamentos,Padrão,1600,105,2,2,1,330,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento Venda Cerqueira César 97 m² 2 Dormitórios,2649990,25/04/2024,False,Apartamentos,Padrão,1900,97,2,2,2,900,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Venda Apartamento 3 Dormitórios - 219 m² Bela Vista,2099990,25/04/2024,False,Apartamentos,Padrão,1950,219,3,2,2,1040,CENTRO,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento Venda Higienópolis 88 m² 2 Dormitórios,749970,25/04/2024,False,Apartamentos,Padrão,1000,88,2,2,1,196,CENTRO,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Apartamento Zona Central para Venda em São Paulo, Bela Vista, 2 dormitórios, 1 suíte, 2 ba",465000,25/04/2024,False,Apartamentos,Padrão,0,25,2,2,1,0,CENTRO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"Apartamento Zona Central para Venda em São Paulo, Bela Vista, 2 dormitórios, 1 suíte, 2 ba",575900,25/04/2024,False,Apartamentos,Padrão,0,36,2,2,1,0,CENTRO,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
"Apartamento com 3 dormitórios, 146 m² - venda por R$ 1.550.000,00 ou aluguel por R$ 8.648,",1550000,25/04/2024,False,Apartamentos,Padrão,1460,146,3,3,1,188,CENTRO,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Cond. Pateo Barra - Rua Norma Pieruccini Giannotti, 665 - apto 63-A",1850000,24/04/2024,True,Apartamentos,Padrão,960,145,3,5,2,480,OESTE,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True
Studio condomínio cosmopolitan higienopolis,460000,24/04/2024,True,Apartamentos,Loft,700,33,1,1,1,0,OESTE,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True
APARTAMENTO - PERDIZES - SP,800000,25/04/2024,False,Apartamentos,Padrão,1400,90,2,3,2,180,OESTE,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Apartamento para venda possui 31 metros quadrados com 2 quartos em Água Branca - São Paulo,380000,25/04/2024,False,Apartamentos,Padrão,300,31,2,1,0,21,OESTE,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - VILA ROMANA - SP,840000,25/04/2024,False,Apartamentos,Padrão,763,59,2,2,1,290,OESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - POMPÉIA - SP,3200000,25/04/2024,False,Apartamentos,Padrão,1,283,1,1,0,0,OESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APARTAMENTO - JARDIM ARPOADOR - SP,1680000,25/04/2024,False,Apartamentos,Padrão,1200,171,3,3,3,460,OESTE,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True
Apartamento a venda no Grand Reserva Paulista Spazio Ibirapuera,275000,25/04/2024,False,Apartamentos,Padrão,280,43,2,1,1,0,OESTE,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
APARTAMENTO - VILA MADALENA - SP,1600000,25/04/2024,False,Apartamentos,Padrão,1900,115,3,1,1,180,OESTE,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
APARTAMENTO - LAPA - SP,1350000,25/04/2024,False,Apartamentos,Padrão,1100,88,3,3,3,635,OESTE,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True
APARTAMENTO - VILA ANASTÁCIO - SP,1300000,25/04/2024,False,Apartamentos,Padrão,900,79,3,3,2,0,OESTE,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
APARTAMENTO - PERDIZES - SP,500000,25/04/2024,False,Apartamentos,Padrão,378,77,2,2,0,0,OESTE,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
"Apartamento com 3 Quartos e 3 banheiros para Venda, 110 m² $ 900.000",900000,25/04/2024,False,Apartamentos,Padrão,996,110,3,3,1,318,OESTE,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Vendo casa na região do Butantã ideal para renda,300000,25/04/2024,False,Casas,Padrão,0,102,5,5,0,0,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento à venda com 3 dormitórios, 2 suítes 2 vagas na Vila Romana",1280000,25/04/2024,False,Apartamentos,Padrão,1250,94,3,3,2,570,OESTE,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
"APARTAMENTO RESIDENCIAL em SÃO PAULO - SP, JAGUARÉ",404900,25/04/2024,False,Apartamentos,Padrão,469,56,2,2,1,56,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento com 3 Quartos à Venda, 100m²",1199999,25/04/2024,False,Apartamentos,Padrão,2638,93,3,3,2,753,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casa para venda com 164 metros quadrados com 3 quartos em Jardim Bonfiglioli - São Paulo -,535000,25/04/2024,False,Casas,Padrão,0,164,3,3,2,340,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casa para venda com 164 metros quadrados com 3 quartos em Jardim Bonfiglioli - São Paulo -,560000,25/04/2024,False,Casas,Padrão,0,164,3,3,2,340,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento para venda com 49 metros quadrados com 2 quartos em Jaguaré - São Paulo - SP,226100,25/04/2024,False,Apartamentos,Padrão,0,49,2,1,1,0,OESTE,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento moderno, para quem se preocupa com a sustentabilidade.",1348397,25/04/2024,False,Apartamentos,Padrão,0,120,3,4,3,0,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casa para venda tem 150 metros quadrados com 2 quartos em Jardim Bonfiglioli - São Paulo -,585000,25/04/2024,False,Casas,Padrão,0,150,3,3,2,0,OESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento para Venda em São Paulo, Vila Lageado, 2 dormitórios, 1 banheiro, 1 vaga",460000,25/04/2024,False,Apartamentos,Padrão,667,55,2,1,1,55,OESTE,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
"Apartamento, Barra Funda - São Paulo",450000,25/04/2024,False,Apartamentos,Padrão,550,40,2,1,1,0,OESTE,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
"APARTAMENTO RESIDENCIAL em SÃO PAULO - SP, PINHEIROS",1060000,25/04/2024,False,Apartamentos,Padrão,1200,80,3,3,1,0,OESTE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
